prompt,score
  honestly,0.6630000472068787
 honestly,0.6485000252723694
  ridiculously,0.6675000190734863
 ridiculously,0.5590000152587891
  positively,0.6895000338554382
 positively,0.6640000343322754
  similarly,0.674500048160553
 similarly,0.6765000224113464
  undoubtedly,0.6665000319480896
 undoubtedly,0.6930000185966492
  frankly,0.6910000443458557
 frankly,0.5915000438690186
  fundamentally,0.6710000038146973
 fundamentally,0.6425000429153442
  awfully,0.6760000586509705
 awfully,0.5509999990463257
  distinctly,0.6375000476837158
 distinctly,0.6015000343322754
  legitimately,0.655500054359436
 legitimately,0.7600000500679016
  vastly,0.6670000553131104
 vastly,0.6295000314712524
  endlessly,0.6735000610351562
 endlessly,0.5940000414848328
  Assembly,0.550000011920929
 Assembly,0.5550000071525574
  markedly,0.612000048160553
 markedly,0.6140000224113464
  painfully,0.6385000348091125
 painfully,0.5720000267028809
  overall,0.7055000066757202
 overall,0.737000048160553
  rewards,0.6220000386238098
 rewards,0.6775000095367432
  predictably,0.6685000061988831
 predictably,0.6465000510215759
  exponentially,0.5800000429153442
 exponentially,0.5450000166893005
  ups,0.6470000147819519
 ups,0.6610000133514404
  collectively,0.5945000052452087
 collectively,0.7040000557899475
  oddly,0.5840000510215759
 oddly,0.6640000343322754
  fiercely,0.627500057220459
 fiercely,0.6945000290870667
  unanimously,0.6270000338554382
 unanimously,0.7715000510215759
  tasted,0.6020000576972961
 tasted,0.5405000448226929
  rushes,0.6240000128746033
 rushes,0.659500002861023
  instantly,0.6425000429153442
 instantly,0.7275000214576721
  vividly,0.6100000143051147
 vividly,0.5024999976158142
  thankfully,0.7065000534057617
 thankfully,0.7590000629425049
  invites,0.6305000185966492
 invites,0.7775000333786011
  hotly,0.597000002861023
 hotly,0.6485000252723694
  MUCH,0.527999997138977
 MUCH,0.5335000157356262
  egreg,0.6230000257492065
 egreg,0.5295000076293945
  nods,0.5945000052452087
 nods,0.6010000109672546
  reactions,0.6240000128746033
 reactions,0.5885000228881836
  makes,0.6800000071525574
 makes,0.6805000305175781
  curiously,0.5955000519752502
 curiously,0.5730000138282776
  buys,0.6290000081062317
 buys,0.7250000238418579
  balls,0.6335000395774841
 balls,0.5885000228881836
  bitterly,0.5990000367164612
 bitterly,0.6930000185966492
  indul,0.6360000371932983
 indul,0.6330000162124634
  horribly,0.5840000510215759
 horribly,0.5840000510215759
  fatally,0.6300000548362732
 fatally,0.7280000448226929
  cheers,0.5530000329017639
 cheers,0.48900002241134644
  dearly,0.5920000076293945
 dearly,0.6935000419616699
  builds,0.6620000600814819
 builds,0.7270000576972961
  strangely,0.5750000476837158
 strangely,0.6655000448226929
  we,0.7050000429153442
 we,0.6890000104904175
  overtly,0.6510000228881836
 overtly,0.6540000438690186
  obviously,0.671500027179718
 obviously,0.6575000286102295
  nominations,0.5805000066757202
 nominations,0.4740000367164612
  merc,0.612500011920929
 merc,0.6200000047683716
  far,0.6035000085830688
 far,0.6300000548362732
  Cups,0.5710000395774841
 Cups,0.7240000367164612
  Certainly,0.656000018119812
 Certainly,0.6450000405311584
  winners,0.6170000433921814
 winners,0.6965000033378601
  sufficiently,0.64000004529953
 sufficiently,0.6385000348091125
  realistically,0.6345000267028809
 realistically,0.6205000281333923
  reward,0.6235000491142273
 reward,0.7090000510215759
  nuts,0.5995000004768372
 nuts,0.5740000009536743
  audiences,0.6880000233650208
 audiences,0.6460000276565552
  awards,0.6825000047683716
 awards,0.5330000519752502
  merit,0.6410000324249268
 merit,0.6080000400543213
  sensibilities,0.5860000252723694
 sensibilities,0.5164999961853027
  FIELD,0.499500036239624
 FIELD,0.5490000247955322
  WOOD,0.5700000524520874
 WOOD,0.5595000386238098
  BAT,0.5625
 BAT,0.5580000281333923
  quirks,0.5910000205039978
 quirks,0.5640000104904175
  flavors,0.5940000414848328
 flavors,0.5534999966621399
  LAND,0.5
 LAND,0.5660000443458557
  ON,0.5045000314712524
 ON,0.5215000510215759
  STON,0.5600000023841858
 STON,0.5530000329017639
  SON,0.6920000314712524
 SON,0.5575000047683716
  nuances,0.5885000228881836
 nuances,0.6830000281333923
  LOCK,0.5005000233650208
 LOCK,0.5525000095367432
  BUR,0.5405000448226929
 BUR,0.5879999995231628
  GREEN,0.5415000319480896
 GREEN,0.5830000042915344
  TOR,0.5695000290870667
 TOR,0.5540000200271606
  HAM,0.581000030040741
 HAM,0.5460000038146973
  TON,0.6825000047683716
 TON,0.5560000538825989
  MON,0.5490000247955322
 MON,0.5755000114440918
  LAN,0.565500020980835
 LAN,0.5590000152587891
  tropes,0.609000027179718
 tropes,0.6855000257492065
  PORT,0.5005000233650208
 PORT,0.5390000343322754
  WAY,0.6070000529289246
 WAY,0.5649999976158142
  WAR,0.5790000557899475
 WAR,0.565500020980835
  RED,0.6485000252723694
 RED,0.6240000128746033
  buffs,0.5649999976158142
 buffs,0.6775000095367432
  chops,0.562000036239624
 chops,0.6775000095367432
  testers,0.5630000233650208
 testers,0.5560000538825989
  Yorkers,0.5870000123977661
 Yorkers,0.718000054359436
  biases,0.5790000557899475
 biases,0.597000002861023
  intersections,0.5645000338554382
 intersections,0.5820000171661377
  earchers,0.625
 earchers,0.550000011920929
  eeks,0.6035000085830688
 eeks,0.5770000219345093
  biases,0.5790000557899475
 biases,0.597000002861023
  challengers,0.5515000224113464
 challengers,0.5900000333786011
  colonists,0.5740000009536743
 colonists,0.6340000033378601
  caveats,0.6080000400543213
 caveats,0.6625000238418579
  shenanigans,0.5755000114440918
 shenanigans,0.5730000138282776
  intersections,0.5645000338554382
 intersections,0.5820000171661377
