prompt,score
 Totally,0.8583196401596069
  Definitely,0.8259198069572449
 Definitely,0.8143877387046814
  truly,0.827018141746521
 truly,0.8687534332275391
  outright,0.7408017516136169
 outright,0.7946183681488037
  Ultimately,0.7023613452911377
 Ultimately,0.53047776222229
  Absolutely,0.9170785546302795
 Absolutely,0.6666666865348816
  inherently,0.6463481783866882
 inherently,0.8314113020896912
  genuinely,0.6787479519844055
 genuinely,0.820977509021759
  Literally,0.8066996335983276
 Literally,0.828665554523468
  purely,0.7572762370109558
 purely,0.8165842890739441
  otally,0.6738055944442749
 otally,0.5244371294975281
  visually,0.6578803062438965
 visually,0.7462932467460632
  extremely,0.8083470463752747
 extremely,0.7067545652389526
  downright,0.806150496006012
 downright,0.8511806726455688
  outright,0.7408017516136169
 outright,0.7946183681488037
  Obviously,0.8363536596298218
 Obviously,0.5584843754768372
  extremely,0.8083470463752747
 extremely,0.7067545652389526
  ridiculously,0.7364085912704468
 ridiculously,0.8544755578041077
  borderline,0.7424492239952087
 borderline,0.8149368762969971
  quite,0.8297638893127441
 quite,0.6705107092857361
  definitively,0.5683690309524536
 definitively,0.8736957907676697
  incredibly,0.8297638893127441
 incredibly,0.852279007434845
  utter,0.6924766898155212
 utter,0.5200439095497131
  bluntly,0.549697995185852
 bluntly,0.6820428371429443
  exceptionally,0.6320703029632568
 exceptionally,0.8698517680168152
  quality,0.7699066400527954
 quality,0.5958264470100403
  exceedingly,0.6101043224334717
 exceedingly,0.8583196401596069
  India,0.5041186213493347
 India,0.5118067264556885
  incredibly,0.8297638893127441
 incredibly,0.852279007434845
  Especially,0.7451949715614319
 Especially,0.6172432899475098
  exceedingly,0.6101043224334717
 exceedingly,0.8583196401596069
  genuinely,0.6787479519844055
 genuinely,0.820977509021759
  solidly,0.5562877655029297
 solidly,0.8407468795776367
  inherently,0.6463481783866882
 inherently,0.8314113020896912
  REM,0.5260846018791199
 REM,0.5255354046821594
  STAT,0.528830349445343
 STAT,0.5172982215881348
  VER,0.6463481783866882
 VER,0.6474464535713196
  ELY,0.6441515684127808
 ELY,0.5200439095497131
  ALLY,0.5837451815605164
 ALLY,0.5260846018791199
  VERY,0.7775947451591492
 VERY,0.8094453811645508
